🅾廣東🅾,#genre#
CBN每日影院,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=cbnmryy 
CBN幸福娱乐,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=cbnxfyl   
CBN幸福剧场,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=cbnxfjc   
CBN风尚生活,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=cbnfssh
iHOT爱赛车,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230032/index.m3u8
iHOT爱奇谈,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230023/index.m3u8
iHOT爱动漫,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230136/index.m3u8
iHOT爱奇谈,http://101.71.255.229:6610/zjhs/2/10103/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱悬疑,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230098/index.m3u8
iHOT爱悬疑,http://101.71.255.229:6610/zjhs/2/10104/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱喜剧,http://101.71.255.229:6610/zjhs/2/10105/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱谍战,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230092/index.m3u8
iHOT爱体育,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230034/index.m3u8
iHOT爱猎奇,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230097/index.m3u8
iHOT爱喜剧,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230022/index.m3u8?fmt=ts2hls
iHOT爱喜剧,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230022/01.m3u8?fmt=ts2hls,2646,01.m3u8,0,7813,0,0
iHOT爱经典,http://101.71.255.229:6610/zjhs/2/10106/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱美食,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230115/index.m3u8
iHOT爱美食,http://101.71.255.229:6610/zjhs/2/10108/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱解密,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230080/index.m3u8
iHOT爱解密,http://101.71.255.229:6610/zjhs/2/10109/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱电竞,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230029/index.m3u8
iHOT爱电竞,http://101.71.255.229:6610/zjhs/2/10110/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱娱乐,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230077/index.m3u8
iHOT爱都市,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230104/index.m3u8
iHOT爱都市,http://101.71.255.229:6610/zjhs/2/10111/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱幼教,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230086/index.m3u8
iHOT爱幼教,http://101.71.255.229:6610/zjhs/2/10112/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱科幻,http://101.71.255.229:6610/zjhs/2/10113/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱科幻,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230025/index.m3u8?fmt=ts2hls
iHOT爱科幻,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230025/01.m3u8?fmt=ts2hls,2646,01.m3u8,0,7814,0,0
iHOT爱江湖,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230074/index.m3u8
iHOT爱江湖,http://101.71.255.229:6610/zjhs/2/10114/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱浪漫,http://101.71.255.229:6610/zjhs/2/10115/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱浪漫,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230005/index.m3u8?fmt=ts2hls
iHOT爱浪漫,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230005/01.m3u8?fmt=ts2hls,2646,01.m3u8,0,7813,0,0
iHOT爱影院,http://101.71.255.229:6610/zjhs/2/10116/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱玩具,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230026/index.m3u8
iHOT爱玩具,http://101.71.255.229:6610/zjhs/2/10117/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱时尚,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230109/index.m3u8
iHOT爱时尚,http://101.71.255.229:6610/zjhs/2/10118/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱军武,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230083/index.m3u8
iHOT爱军武,http://101.71.255.229:6610/zjhs/2/10119/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱历史,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230100/index.m3u8
iHOT爱历史,http://101.71.255.229:6610/zjhs/2/10120/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱世界,http://101.71.255.229:6610/zjhs/2/10121/index.m3u8?virtualDomain=zjhs.live_hls.zte.com
iHOT爱世界,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230046/index.m3u8
iHOT爱科学,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230106/index.m3u8
iHOT爱旅行,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230052/index.m3u8
iHOT爱探索,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230112/index.m3u8
iHOT爱院线,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230019/index.m3u8?fmt=ts2hls
iHOT爱家庭,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230118/index.m3u8
iHOT爱青春,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230130/index.m3u8
iHOT爱怀旧,http://112.17.40.140/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230049/index.m3u8
NewTV明星大片,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229005/index.m3u8
NewTV明星大片,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229660/index.m3u8
NewTV中国功夫,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229019/index.m3u8
NewTV中国功夫,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229663/index.m3u8
NewTV农业致富,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229029/index.m3u8
NewTV农业致富,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229666/index.m3u8
NewTV惊悚悬疑,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229001/index.m3u8
NewTV惊悚悬疑,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229701/index.m3u8
NewTV搏击自由,http://117.148.187.70/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229041/index.m3u8
NewTV搏击自由,http://117.148.187.45/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229722/index.m3u8
NewTV潮妈辣婆,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229031/index.m3u8
NewTV潮妈辣婆,http://117.148.187.51/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229725/index.m3u8
NewTV炫舞未来,http://117.148.187.91/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229155/index.m3u8
NewTV炫舞未来,http://117.148.187.55/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229669/index.m3u8
NewTV爱情喜剧,http://117.148.187.84/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229014/index.m3u8
NewTV爱情喜剧,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229731/index.m3u8
NewTV精品体育,http://39.134.176.144/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229026/index.m3u8
NewTV精品体育,http://117.148.187.44/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229719/index.m3u8
NewTV精品纪录,http://117.148.187.46/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229013/index.m3u8
NewTV精品纪录,http://117.148.187.14/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229707/index.m3u8
NewTV金牌综艺,http://117.148.187.85/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229002/index.m3u8
NewTV金牌综艺,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229704/index.m3u8
NewTV健康有约,http://39.134.176.144/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229016/index.m3u8
NewTV健康有约,http://117.148.187.59/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229692/index.m3u8
NewTV军事评论,http://117.148.187.52/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229008/index.m3u8
NewTV军事评论,http://117.148.187.50/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229716/index.m3u8
NewTV军旅剧场,http://117.148.187.43/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229004/index.m3u8
NewTV军旅剧场,http://39.134.176.163/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229698/index.m3u8
NewTV古装剧场,http://117.148.187.14/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229011/index.m3u8
NewTV古装剧场,http://117.148.187.97/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229710/index.m3u8
NewTV海外剧场,http://117.148.187.70/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229062/index.m3u8
NewTV海外剧场,http://117.148.187.40/hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221229654/index.m3u8
🅾奇艺🅾,#genre#
名侦探柯南,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380158422
杨幂,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380717822
江苏卫视,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380175922
收视冠军,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380128522
童年经典,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380183622
真人秀,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380191822
爆笑虫子,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380221522
动画电影,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380206422
怀旧剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=401310322
经典重温,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115222
武林外传,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380176022
猫和老鼠,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380158622
蜡笔小新,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380176322
铠甲勇士,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380183522
炊事班的故事,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380158222
戏曲,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380229122
人文社会,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380116022
粤语原声,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380719622
科学探索,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115722
王牌对王牌,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380228622
婚姻剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380720822
文化奇谈,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380207122
经典纪实,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380722222
科技前线,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380121622
湖南卫视,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380138522
绝地求生,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380192022
金牌调解,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=401311322
倪大红,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380718622
旅游攻略,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380121122
军事观察,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380121222
怀旧动画,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380176422
爱情保卫战,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380191922
康熙王朝,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380715822
惊悚午夜场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380174022
奥特曼,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380176222
杨紫,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380222522
办公室故事,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380719422
情感调解,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115522
权谋剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380721222
赵丽颖,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380666422
我和我的祖国,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380714422
宰相刘罗锅,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380717022
天骐播客,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380186622
军旅剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115122
儿歌大全,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380221922
纪晓岚,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380715022
宠物台,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=400300122
日韩院线,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=401310522
老戏骨飙戏,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380720222
仙侠玄幻,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380176122
豆瓣高分,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380173922
靳东,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380718222
我的前半生,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380715622
朱亚文,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380716822
老剧超清,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380717422
琅琊榜,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380215922
特种兵,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380719222
下饭频道,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380121722
周末影院,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380228922
脱口秀,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380189522
奇妙世界,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380121322
英文儿歌,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380221822
英雄联盟,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380124822
动画小天地,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380206722
唐嫣,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380718422
城乡生活,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380720022
胡歌,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380716422
重磅综艺,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380189322
美食厨房,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380187022
亲子小游戏,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380191722
宝宝巴士,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380222622
动作电影,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380173422
郭德纲,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380207322
经典港片,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380173722
大头儿子,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380183322
伪装者,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380715422
贝瓦儿歌,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380222322
儿童乐园,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380188722
纪录片,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380662622
神探狄仁杰,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380714822
相亲选秀,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115622
养生堂,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380216222
谍战剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380215722
国剧修复,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380717622
宝宝课堂,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380186522
医院故事,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380719022
亲子启蒙,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380185522
小猪佩奇,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380221622
电影大片,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380187322
东方卫视,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380165322
第三调解室,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380722622
央视大剧,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380228822
爆笑精选,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380192122
自然地理,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115822
王凯,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380718022
热播电视剧,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380185322
巧虎,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380222922
口碑年代剧,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380719822
历史秘闻,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115922
玩具乐园,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380185422
兔小贝儿歌,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380222422
倒霉熊,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380221722
宫廷正剧,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115322
浙江卫视,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115422
家有儿女,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380717222
华语院线,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380718822
温情影院,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380229022
家庭剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380114922
青春剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380216122
情景喜剧,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380115022
广场舞大全,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380186322
老年剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380720622
小说改编,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380721022
悠然小天,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380206822
张嘉译,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380666222
抗战剧场,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380215422
奔跑吧,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380716022
我的世界,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380124922
喜羊羊,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380183422
聂远,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=401310122
票房收割机,http://cdn.chxjon.cn/iptv/QQ582185381/iqiyi.php?id=380173822
🅾优酷🅾,#genre#
大宅门1,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=dzm1
DOTA2,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id==dota2
天龙八部,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id==jytlbb
神雕侠侣,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id==jysdxl
射雕英雄传1,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jysdyxz
射雕英雄传2,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jysdyxz2
鹿鼎记,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id==jyldj
末世硬核,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id==msyh
德云社1,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id==dys
德云社2,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id==dys2
德云社3,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id==dys3
德云社4,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id==dys4
成龙,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=cl
吴彦祖1,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wyz
吴彦祖2,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wyz2
葫芦兄弟,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hlxd
小伶玩具,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=xlwj
水浒传,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=shz
欢乐颂,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hls
士兵突击,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=sbtj
梁家辉,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=ljh
郭富城,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=gfc
林正英,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=lzy
周星驰1,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zxc
周星驰2,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zxc2
周星驰3,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zxc3
海底小纵队,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hdxzd
水浒传,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=shz98
汪汪队立大功,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wwdldg
林正英2,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=lzy2
寻秦记,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id==xqj=
猫和老鼠,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=mhls
哆啦A梦,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jqm
飞车手游,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=Qqfc
英雄联盟,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=yxlm
火影忍者,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hyrz
济公游记,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jg
吴京,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wj
西游记,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=xyj
我不是药神,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=wbsys
黄渤,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hb
超级宝贝JOJO,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=jojo
李连杰,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=llj
周润发,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zrf2
洪金宝,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=hjb
周润发粤语,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zrf
黎明,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=lm
张学友,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zxy
郑中基,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zzj
林志玲,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=lzl
任达华,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=rdh
张家辉,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zjh
刘德华,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=ldh
刘德华经典,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=ldh2
李连杰电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=llj2
成龙电影,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=cl2
刘青云,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=lqy
沈腾,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=st
古天乐,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=gtl
谢霆锋,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=xtf
张国荣,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=zgr
宋慧乔宋仲基,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=shqszj
奥斯卡经典,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=ask
欧美英雄,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=omyx
欧美大片,http://cdn.chxjon.cn/iptv/QQ582185381/youku.php?id=omdp
